card_id,client_id,card_brand,card_type,card_number,cvv,has_chip,num_cards_issued,credit_limit,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
3627.0,1397.0,Amex,Credit,339750311058511.0,70.0,YES,2.0,$13600,32.0,72.0,1987.0,4.0,Male,5381 12th Boulevard,36.88,-94.87,$17845,$36388,$92949,710.0,4.0
3044.0,1397.0,Mastercard,Credit,5717397423380285.0,862.0,YES,2.0,$7700,32.0,72.0,1987.0,4.0,Male,5381 12th Boulevard,36.88,-94.87,$17845,$36388,$92949,710.0,4.0
5401.0,873.0,Mastercard,Debit,5256835813261969.0,934.0,YES,1.0,$18803,52.0,68.0,1967.0,8.0,Female,65 Fifth Boulevard,28.24,-81.28,$22086,$45037,$31792,710.0,3.0
3205.0,873.0,Mastercard,Debit,5289111922145094.0,314.0,YES,2.0,$28405,52.0,68.0,1967.0,8.0,Female,65 Fifth Boulevard,28.24,-81.28,$22086,$45037,$31792,710.0,3.0
1269.0,873.0,Mastercard,Debit,5649539832197637.0,892.0,YES,1.0,$15521,52.0,68.0,1967.0,8.0,Female,65 Fifth Boulevard,28.24,-81.28,$22086,$45037,$31792,710.0,3.0
20.0,1728.0,Visa,Credit,4665365862082531.0,412.0,YES,1.0,$3800,47.0,63.0,1972.0,10.0,Female,2614 Eighth Lane,44.35,-89.07,$18937,$38615,$74337,601.0,4.0
3493.0,1728.0,Visa,Credit,4209145697099683.0,498.0,YES,2.0,$10900,47.0,63.0,1972.0,10.0,Female,2614 Eighth Lane,44.35,-89.07,$18937,$38615,$74337,601.0,4.0
153.0,1728.0,Mastercard,Debit,5042804591987313.0,431.0,YES,2.0,$1930,47.0,63.0,1972.0,10.0,Female,2614 Eighth Lane,44.35,-89.07,$18937,$38615,$74337,601.0,4.0
4422.0,1728.0,Discover,Credit,6203739864158389.0,288.0,YES,2.0,$13900,47.0,63.0,1972.0,10.0,Female,2614 Eighth Lane,44.35,-89.07,$18937,$38615,$74337,601.0,4.0
223.0,299.0,Mastercard,Debit,5541834458092370.0,143.0,YES,1.0,$5575,40.0,61.0,1979.0,7.0,Male,196 Plum Lane,40.84,-73.87,$13845,$28229,$55675,622.0,5.0
2756.0,299.0,Amex,Credit,339123645701074.0,369.0,NO,2.0,$8300,40.0,61.0,1979.0,7.0,Male,196 Plum Lane,40.84,-73.87,$13845,$28229,$55675,622.0,5.0
208.0,299.0,Visa,Debit,4282874431983773.0,127.0,YES,1.0,$13009,40.0,61.0,1979.0,7.0,Male,196 Plum Lane,40.84,-73.87,$13845,$28229,$55675,622.0,5.0
468.0,299.0,Mastercard,Debit,5692291424544263.0,696.0,YES,2.0,$12029,40.0,61.0,1979.0,7.0,Male,196 Plum Lane,40.84,-73.87,$13845,$28229,$55675,622.0,5.0
764.0,299.0,Visa,Credit,4149119638454529.0,294.0,YES,1.0,$6100,40.0,61.0,1979.0,7.0,Male,196 Plum Lane,40.84,-73.87,$13845,$28229,$55675,622.0,5.0
4414.0,1742.0,Visa,Debit,4155430243935975.0,653.0,YES,1.0,$24123,58.0,67.0,1961.0,11.0,Female,444 Maple Avenue,40.05,-86.03,$24638,$50232,$1218,751.0,4.0
1155.0,1742.0,Visa,Credit,4768983039467326.0,74.0,YES,1.0,$14700,58.0,67.0,1961.0,11.0,Female,444 Maple Avenue,40.05,-86.03,$24638,$50232,$1218,751.0,4.0
5869.0,1742.0,Visa,Debit (Prepaid),4792307130049695.0,221.0,YES,2.0,$12,58.0,67.0,1961.0,11.0,Female,444 Maple Avenue,40.05,-86.03,$24638,$50232,$1218,751.0,4.0
4559.0,1742.0,Visa,Debit,4365366370182160.0,290.0,YES,1.0,$11737,58.0,67.0,1961.0,11.0,Female,444 Maple Avenue,40.05,-86.03,$24638,$50232,$1218,751.0,4.0
2005.0,1004.0,Visa,Debit,4479806423403350.0,246.0,YES,1.0,$14366,59.0,66.0,1960.0,5.0,Male,868 Maple Drive,37.2,-87.17,$16847,$34350,$61639,705.0,3.0
345.0,1004.0,Mastercard,Debit,5109749812856637.0,246.0,YES,1.0,$17272,59.0,66.0,1960.0,5.0,Male,868 Maple Drive,37.2,-87.17,$16847,$34350,$61639,705.0,3.0
3672.0,1004.0,Mastercard,Debit,5898286991473581.0,372.0,YES,2.0,$13605,59.0,66.0,1960.0,5.0,Male,868 Maple Drive,37.2,-87.17,$16847,$34350,$61639,705.0,3.0
3742.0,301.0,Visa,Credit,4180974548713374.0,975.0,YES,1.0,$21000,47.0,69.0,1972.0,11.0,Male,6009 River Avenue,34.24,-84.49,$25654,$52308,$135319,679.0,1.0
1493.0,1011.0,Mastercard,Debit,5256742061038585.0,930.0,YES,2.0,$21470,27.0,66.0,1992.0,8.0,Female,2058 Spruce Street,27.75,-82.64,$15724,$32061,$58904,676.0,1.0
4915.0,906.0,Visa,Debit,4301090834057529.0,718.0,YES,1.0,$26850,75.0,69.0,1945.0,2.0,Male,6930 East Lane,40.57,-112.33,$21749,$21154,$5764,705.0,6.0
1190.0,906.0,Visa,Credit,4173086816288788.0,817.0,YES,2.0,$10400,75.0,69.0,1945.0,2.0,Male,6930 East Lane,40.57,-112.33,$21749,$21154,$5764,705.0,6.0
5095.0,906.0,Visa,Credit,4917647337454706.0,328.0,YES,2.0,$8000,75.0,69.0,1945.0,2.0,Male,6930 East Lane,40.57,-112.33,$21749,$21154,$5764,705.0,6.0
2409.0,906.0,Visa,Credit,4457557218642444.0,701.0,YES,2.0,$13000,75.0,69.0,1945.0,2.0,Male,6930 East Lane,40.57,-112.33,$21749,$21154,$5764,705.0,6.0
3760.0,906.0,Mastercard,Debit,5561065562359955.0,147.0,YES,1.0,$5840,75.0,69.0,1945.0,2.0,Male,6930 East Lane,40.57,-112.33,$21749,$21154,$5764,705.0,6.0
2174.0,906.0,Mastercard,Debit (Prepaid),5459775781589173.0,293.0,YES,2.0,$68,75.0,69.0,1945.0,2.0,Male,6930 East Lane,40.57,-112.33,$21749,$21154,$5764,705.0,6.0
4756.0,110.0,Amex,Credit,332229278341275.0,702.0,YES,1.0,$16000,52.0,72.0,1967.0,10.0,Female,31204 El Camino Lane,30.26,-97.74,$25594,$52186,$42852,737.0,4.0
3240.0,110.0,Visa,Debit,4359508857343088.0,274.0,NO,1.0,$32223,52.0,72.0,1967.0,10.0,Female,31204 El Camino Lane,30.26,-97.74,$25594,$52186,$42852,737.0,4.0
5189.0,110.0,Mastercard,Debit,5386335706439778.0,713.0,YES,2.0,$13323,52.0,72.0,1967.0,10.0,Female,31204 El Camino Lane,30.26,-97.74,$25594,$52186,$42852,737.0,4.0
4103.0,110.0,Visa,Debit,4157348591484750.0,945.0,YES,2.0,$576,52.0,72.0,1967.0,10.0,Female,31204 El Camino Lane,30.26,-97.74,$25594,$52186,$42852,737.0,4.0
2547.0,1073.0,Visa,Debit,4614417915507952.0,808.0,YES,1.0,$25977,43.0,70.0,1976.0,5.0,Female,967 First Avenue,41.19,-85.7,$17294,$35264,$70328,770.0,2.0
4436.0,1073.0,Visa,Debit (Prepaid),4791246805564219.0,126.0,YES,1.0,$84,43.0,70.0,1976.0,5.0,Female,967 First Avenue,41.19,-85.7,$17294,$35264,$70328,770.0,2.0
4597.0,705.0,Mastercard,Debit (Prepaid),5619919350397758.0,786.0,YES,2.0,$23,84.0,71.0,1935.0,9.0,Female,136 Hillside Avenue,37.91,-122.01,$42234,$79870,$4031,609.0,2.0
5359.0,705.0,Visa,Credit,4560018445952481.0,454.0,NO,2.0,$5200,84.0,71.0,1935.0,9.0,Female,136 Hillside Avenue,37.91,-122.01,$42234,$79870,$4031,609.0,2.0
3311.0,820.0,Mastercard,Debit (Prepaid),5416807432483550.0,557.0,YES,2.0,$66,70.0,59.0,1949.0,12.0,Female,669 South Street,41.7,-70.3,$26762,$41902,$29713,633.0,5.0
5040.0,820.0,Amex,Credit,304316312600931.0,649.0,YES,1.0,$1200,70.0,59.0,1949.0,12.0,Female,669 South Street,41.7,-70.3,$26762,$41902,$29713,633.0,5.0
127.0,820.0,Mastercard,Debit,5738964942904646.0,730.0,YES,1.0,$20759,70.0,59.0,1949.0,12.0,Female,669 South Street,41.7,-70.3,$26762,$41902,$29713,633.0,5.0
3224.0,820.0,Mastercard,Credit,5880489541836648.0,558.0,YES,1.0,$15100,70.0,59.0,1949.0,12.0,Female,669 South Street,41.7,-70.3,$26762,$41902,$29713,633.0,5.0
469.0,820.0,Mastercard,Credit,5634478684634263.0,490.0,YES,1.0,$11100,70.0,59.0,1949.0,12.0,Female,669 South Street,41.7,-70.3,$26762,$41902,$29713,633.0,5.0
470.0,1188.0,Mastercard,Debit (Prepaid),5570196053274730.0,85.0,YES,2.0,$52,24.0,61.0,1995.0,8.0,Female,66992 Second Street,36.3,-115.24,$31374,$63969,$128412,626.0,1.0
4548.0,1128.0,Mastercard,Debit,5493545357380440.0,774.0,YES,2.0,$15110,47.0,68.0,1972.0,7.0,Male,208 Park Avenue,44.53,-72.0,$16976,$34606,$23909,680.0,5.0
4765.0,1128.0,Mastercard,Credit,5598634791848895.0,830.0,YES,2.0,$10600,47.0,68.0,1972.0,7.0,Male,208 Park Avenue,44.53,-72.0,$16976,$34606,$23909,680.0,5.0
4583.0,1128.0,Visa,Credit,4923375841500665.0,785.0,YES,2.0,$8600,47.0,68.0,1972.0,7.0,Male,208 Park Avenue,44.53,-72.0,$16976,$34606,$23909,680.0,5.0
4316.0,1128.0,Amex,Credit,362084701337381.0,71.0,YES,2.0,$8400,47.0,68.0,1972.0,7.0,Male,208 Park Avenue,44.53,-72.0,$16976,$34606,$23909,680.0,5.0
3144.0,1128.0,Mastercard,Credit,5389873336522258.0,754.0,YES,2.0,$11100,47.0,68.0,1972.0,7.0,Male,208 Park Avenue,44.53,-72.0,$16976,$34606,$23909,680.0,5.0
1139.0,1479.0,Mastercard,Credit,5676305121855735.0,58.0,YES,1.0,$2800,32.0,60.0,1987.0,11.0,Male,335 Main Street,33.72,-84.42,$13059,$26631,$33950,805.0,1.0
6128.0,1594.0,Visa,Credit,4434801834503292.0,633.0,YES,2.0,$5700,39.0,64.0,1980.0,11.0,Male,532 12th Drive,27.98,-80.66,$17645,$35978,$49366,643.0,3.0
3241.0,1594.0,Visa,Debit,4590995550885290.0,564.0,YES,1.0,$12252,39.0,64.0,1980.0,11.0,Male,532 12th Drive,27.98,-80.66,$17645,$35978,$49366,643.0,3.0
3565.0,1594.0,Mastercard,Debit,5384502220541945.0,809.0,YES,1.0,$22420,39.0,64.0,1980.0,11.0,Male,532 12th Drive,27.98,-80.66,$17645,$35978,$49366,643.0,3.0
5029.0,1485.0,Visa,Debit,4072548875903186.0,874.0,YES,2.0,$3715,64.0,69.0,1955.0,10.0,Male,1350 Lake Drive,33.41,-96.57,$24402,$49756,$89743,618.0,4.0
4298.0,1485.0,Visa,Debit (Prepaid),4158689268615889.0,782.0,YES,1.0,$67,64.0,69.0,1955.0,10.0,Male,1350 Lake Drive,33.41,-96.57,$24402,$49756,$89743,618.0,4.0
3819.0,1485.0,Visa,Debit,4649045635719491.0,362.0,YES,2.0,$26460,64.0,69.0,1955.0,10.0,Male,1350 Lake Drive,33.41,-96.57,$24402,$49756,$89743,618.0,4.0
4736.0,1485.0,Visa,Debit,4998107869531292.0,358.0,YES,1.0,$12783,64.0,69.0,1955.0,10.0,Male,1350 Lake Drive,33.41,-96.57,$24402,$49756,$89743,618.0,4.0
88.0,1390.0,Amex,Credit,343439312469610.0,98.0,YES,2.0,$21400,37.0,71.0,1982.0,6.0,Male,691 First Lane,36.17,-86.78,$29868,$60897,$85771,850.0,3.0
3359.0,1390.0,Visa,Credit,4936982658166186.0,521.0,NO,2.0,$13600,37.0,71.0,1982.0,6.0,Male,691 First Lane,36.17,-86.78,$29868,$60897,$85771,850.0,3.0
5269.0,1390.0,Mastercard,Debit,5984892227411114.0,810.0,NO,1.0,$46201,37.0,71.0,1982.0,6.0,Male,691 First Lane,36.17,-86.78,$29868,$60897,$85771,850.0,3.0
2657.0,644.0,Visa,Credit,4403164286544036.0,303.0,YES,2.0,$7700,58.0,65.0,1961.0,3.0,Female,511 Grant Avenue,34.42,-84.11,$20581,$41963,$53857,741.0,1.0
5020.0,1912.0,Mastercard,Debit,5825169460594164.0,127.0,YES,2.0,$18937,37.0,60.0,1982.0,7.0,Female,3510 Mountain View Street,44.96,-93.26,$22059,$44976,$134335,684.0,1.0
3544.0,1584.0,Mastercard,Debit,5824919835337530.0,975.0,YES,1.0,$14539,27.0,69.0,1992.0,9.0,Male,9264 Lake Avenue,32.69,-97.01,$22922,$46733,$34333,692.0,2.0
6038.0,1584.0,Mastercard,Debit,5794394537016243.0,830.0,YES,2.0,$21723,27.0,69.0,1992.0,9.0,Male,9264 Lake Avenue,32.69,-97.01,$22922,$46733,$34333,692.0,2.0
1494.0,1803.0,Mastercard,Debit,5717616835023183.0,840.0,YES,1.0,$16858,26.0,60.0,1993.0,4.0,Female,596 Mountain View Lane,41.66,-70.34,$23129,$47160,$64193,578.0,1.0
1790.0,1824.0,Visa,Debit,4378087486126492.0,813.0,NO,2.0,$22143,23.0,65.0,1996.0,7.0,Male,374 East Lane,40.44,-86.91,$24737,$50433,$97029,838.0,3.0
1791.0,1824.0,Visa,Debit (Prepaid),4100715330943606.0,975.0,YES,2.0,$61,23.0,65.0,1996.0,7.0,Male,374 East Lane,40.44,-86.91,$24737,$50433,$97029,838.0,3.0
5721.0,1824.0,Mastercard,Debit,5353021676816457.0,793.0,YES,1.0,$15683,23.0,65.0,1996.0,7.0,Male,374 East Lane,40.44,-86.91,$24737,$50433,$97029,838.0,3.0
471.0,340.0,Mastercard,Debit (Prepaid),5544687575831334.0,626.0,YES,1.0,$65,20.0,63.0,1999.0,8.0,Male,51 George Avenue,47.3,-122.37,$25363,$51713,$86165,809.0,1.0
4922.0,650.0,Mastercard,Debit,5666352544496073.0,14.0,YES,1.0,$12139,45.0,65.0,1974.0,8.0,Male,3916 Tenth Boulevard,32.75,-97.33,$11876,$24215,$28552,707.0,6.0
3669.0,650.0,Visa,Debit,4585463820960900.0,441.0,YES,1.0,$10130,45.0,65.0,1974.0,8.0,Male,3916 Tenth Boulevard,32.75,-97.33,$11876,$24215,$28552,707.0,6.0
3717.0,650.0,Visa,Credit,4452171890920161.0,43.0,YES,1.0,$7300,45.0,65.0,1974.0,8.0,Male,3916 Tenth Boulevard,32.75,-97.33,$11876,$24215,$28552,707.0,6.0
5580.0,650.0,Visa,Debit (Prepaid),4619393222123922.0,728.0,NO,1.0,$57,45.0,65.0,1974.0,8.0,Male,3916 Tenth Boulevard,32.75,-97.33,$11876,$24215,$28552,707.0,6.0
3494.0,650.0,Visa,Credit,4534523963991464.0,855.0,YES,1.0,$3800,45.0,65.0,1974.0,8.0,Male,3916 Tenth Boulevard,32.75,-97.33,$11876,$24215,$28552,707.0,6.0
3837.0,650.0,Mastercard,Debit (Prepaid),5046657636238622.0,209.0,YES,2.0,$121,45.0,65.0,1974.0,8.0,Male,3916 Tenth Boulevard,32.75,-97.33,$11876,$24215,$28552,707.0,6.0
1080.0,762.0,Mastercard,Debit,5899151162296319.0,920.0,YES,1.0,$13569,49.0,59.0,1970.0,9.0,Male,813 Fifth Boulevard,40.63,-82.96,$18293,$37298,$52134,683.0,1.0
472.0,1061.0,Mastercard,Debit,5178825671566748.0,674.0,YES,1.0,$15358,25.0,67.0,1994.0,12.0,Male,8931 Norfolk Drive,33.44,-111.8,$19844,$40457,$68826,739.0,1.0
5356.0,1931.0,Mastercard,Debit,5337752472537047.0,627.0,NO,1.0,$9550,58.0,72.0,1961.0,6.0,Male,8996 Third Street,42.41,-71.16,$40694,$82974,$181429,503.0,2.0
3530.0,1931.0,Visa,Credit,4333340134035074.0,27.0,YES,1.0,$17300,58.0,72.0,1961.0,6.0,Male,8996 Third Street,42.41,-71.16,$40694,$82974,$181429,503.0,2.0
4199.0,702.0,Mastercard,Credit,5981505152751126.0,991.0,YES,2.0,$15000,46.0,68.0,1973.0,7.0,Female,33 Tenth Street,40.84,-73.4,$34873,$71103,$136853,721.0,4.0
3863.0,702.0,Visa,Debit (Prepaid),4928847177984551.0,730.0,YES,2.0,$106,46.0,68.0,1973.0,7.0,Female,33 Tenth Street,40.84,-73.4,$34873,$71103,$136853,721.0,4.0
2258.0,702.0,Visa,Credit,4071413558241551.0,58.0,YES,1.0,$20100,46.0,68.0,1973.0,7.0,Female,33 Tenth Street,40.84,-73.4,$34873,$71103,$136853,721.0,4.0
4096.0,702.0,Visa,Debit (Prepaid),4588839670339566.0,44.0,YES,2.0,$50,46.0,68.0,1973.0,7.0,Female,33 Tenth Street,40.84,-73.4,$34873,$71103,$136853,721.0,4.0
2175.0,918.0,Mastercard,Debit,5511261715732877.0,356.0,YES,1.0,$10843,43.0,75.0,1976.0,5.0,Female,5528 Lake Lane,40.32,-80.21,$14320,$29194,$10895,703.0,2.0
2734.0,918.0,Visa,Debit,4442346065712693.0,225.0,YES,2.0,$12057,43.0,75.0,1976.0,5.0,Female,5528 Lake Lane,40.32,-80.21,$14320,$29194,$10895,703.0,2.0
3202.0,1137.0,Mastercard,Credit,5018280111106134.0,425.0,YES,2.0,$11100,52.0,67.0,1967.0,10.0,Male,8824 Hillside Avenue,35.32,-82.46,$16410,$33465,$98713,669.0,3.0
3718.0,1137.0,Visa,Debit,4277949954820732.0,902.0,YES,1.0,$13969,52.0,67.0,1967.0,10.0,Male,8824 Hillside Avenue,35.32,-82.46,$16410,$33465,$98713,669.0,3.0
3688.0,1137.0,Mastercard,Credit,5327096819732640.0,715.0,YES,1.0,$7600,52.0,67.0,1967.0,10.0,Male,8824 Hillside Avenue,35.32,-82.46,$16410,$33465,$98713,669.0,3.0
765.0,66.0,Visa,Debit,4453802456299794.0,667.0,YES,1.0,$9578,20.0,71.0,1999.0,6.0,Female,69 Norfolk Avenue,41.23,-80.81,$15361,$31314,$40331,721.0,4.0
1792.0,66.0,Visa,Debit,4491913667007053.0,158.0,YES,1.0,$16711,20.0,71.0,1999.0,6.0,Female,69 Norfolk Avenue,41.23,-80.81,$15361,$31314,$40331,721.0,4.0
6136.0,66.0,Mastercard,Debit,5158128139878007.0,958.0,YES,2.0,$15435,20.0,71.0,1999.0,6.0,Female,69 Norfolk Avenue,41.23,-80.81,$15361,$31314,$40331,721.0,4.0
391.0,66.0,Amex,Credit,306900138857551.0,741.0,YES,1.0,$14300,20.0,71.0,1999.0,6.0,Female,69 Norfolk Avenue,41.23,-80.81,$15361,$31314,$40331,721.0,4.0
2743.0,1406.0,Mastercard,Debit,5597563473232224.0,348.0,YES,1.0,$9431,36.0,68.0,1983.0,7.0,Male,57 Pine Boulevard,36.12,-95.91,$11633,$23718,$1386,712.0,2.0
3883.0,1406.0,Mastercard,Credit,5933548652460822.0,92.0,YES,1.0,$6100,36.0,68.0,1983.0,7.0,Male,57 Pine Boulevard,36.12,-95.91,$11633,$23718,$1386,712.0,2.0
5186.0,437.0,Discover,Credit,6661610009330324.0,5.0,YES,1.0,$17400,46.0,66.0,1973.0,6.0,Female,9528 Hill Street,39.04,-76.49,$35645,$72670,$28915,718.0,3.0
5454.0,437.0,Mastercard,Debit,5073319862133386.0,52.0,YES,1.0,$35500,46.0,66.0,1973.0,6.0,Female,9528 Hill Street,39.04,-76.49,$35645,$72670,$28915,718.0,3.0
3271.0,437.0,Mastercard,Debit,5745854957552328.0,938.0,YES,2.0,$27687,46.0,66.0,1973.0,6.0,Female,9528 Hill Street,39.04,-76.49,$35645,$72670,$28915,718.0,3.0
1495.0,806.0,Mastercard,Debit,5741290693284534.0,500.0,NO,2.0,$40073,24.0,67.0,1995.0,4.0,Female,8251 Park Lane,40.11,-83.13,$38243,$77972,$6128,686.0,3.0
1496.0,806.0,Mastercard,Credit,5007745667422003.0,279.0,YES,2.0,$22000,24.0,67.0,1995.0,4.0,Female,8251 Park Lane,40.11,-83.13,$38243,$77972,$6128,686.0,3.0
766.0,806.0,Visa,Debit,4338188789911417.0,287.0,NO,2.0,$8509,24.0,67.0,1995.0,4.0,Female,8251 Park Lane,40.11,-83.13,$38243,$77972,$6128,686.0,3.0
3566.0,891.0,Mastercard,Debit,5128543726124447.0,303.0,YES,1.0,$11037,38.0,66.0,1981.0,10.0,Female,177 Maple Boulevard,35.44,-94.35,$17093,$34854,$40722,746.0,5.0
2141.0,891.0,Mastercard,Debit,5713930994921001.0,41.0,YES,1.0,$16986,38.0,66.0,1981.0,10.0,Female,177 Maple Boulevard,35.44,-94.35,$17093,$34854,$40722,746.0,5.0
5096.0,891.0,Visa,Credit,4796074118728753.0,978.0,YES,1.0,$8800,38.0,66.0,1981.0,10.0,Female,177 Maple Boulevard,35.44,-94.35,$17093,$34854,$40722,746.0,5.0
4321.0,891.0,Mastercard,Debit,5895478812166500.0,598.0,YES,2.0,$8212,38.0,66.0,1981.0,10.0,Female,177 Maple Boulevard,35.44,-94.35,$17093,$34854,$40722,746.0,5.0
4649.0,891.0,Visa,Debit,4750471235873274.0,924.0,YES,2.0,$24270,38.0,66.0,1981.0,10.0,Female,177 Maple Boulevard,35.44,-94.35,$17093,$34854,$40722,746.0,5.0
767.0,1191.0,Visa,Debit,4052703300349866.0,388.0,YES,2.0,$12586,25.0,69.0,1994.0,12.0,Female,299 Oak Boulevard,45.19,-123.24,$18098,$36902,$60538,711.0,1.0
365.0,701.0,Amex,Credit,302701760602871.0,163.0,NO,2.0,$11800,28.0,59.0,1991.0,12.0,Female,7087 Plum Street,27.75,-82.64,$26476,$53984,$76118,701.0,1.0
2042.0,1147.0,Mastercard,Debit,5065968170690023.0,724.0,NO,2.0,$18050,80.0,69.0,1939.0,3.0,Male,614 Spruce Avenue,40.6,-74.76,$46827,$104692,$6955,704.0,2.0
3924.0,1147.0,Discover,Credit,6275110784130495.0,286.0,YES,2.0,$21800,80.0,69.0,1939.0,3.0,Male,614 Spruce Avenue,40.6,-74.76,$46827,$104692,$6955,704.0,2.0
1497.0,1625.0,Mastercard,Debit (Prepaid),5168819174478422.0,832.0,YES,1.0,$97,24.0,66.0,1995.0,5.0,Female,625 Washington Lane,47.67,-122.18,$49629,$101191,$290730,659.0,1.0
2557.0,1664.0,Amex,Credit,318803318319134.0,526.0,YES,2.0,$19600,38.0,66.0,1981.0,10.0,Male,311 Fifth Drive,42.27,-83.73,$34119,$69566,$50003,791.0,4.0
2273.0,1664.0,Discover,Credit,6611325354970095.0,708.0,NO,2.0,$21900,38.0,66.0,1981.0,10.0,Male,311 Fifth Drive,42.27,-83.73,$34119,$69566,$50003,791.0,4.0
5544.0,1664.0,Visa,Credit,4404395202932242.0,547.0,YES,2.0,$21400,38.0,66.0,1981.0,10.0,Male,311 Fifth Drive,42.27,-83.73,$34119,$69566,$50003,791.0,4.0
5147.0,1664.0,Mastercard,Debit,5166389194621461.0,231.0,NO,2.0,$34572,38.0,66.0,1981.0,10.0,Male,311 Fifth Drive,42.27,-83.73,$34119,$69566,$50003,791.0,4.0
1498.0,1273.0,Mastercard,Credit,5450176266666014.0,94.0,YES,2.0,$11700,21.0,71.0,1998.0,4.0,Male,966 Sussex Boulevard,41.88,-87.97,$24223,$49382,$43126,762.0,1.0
154.0,1009.0,Mastercard,Credit,5166184234444186.0,459.0,YES,1.0,$8500,41.0,65.0,1979.0,1.0,Female,9059 Eighth Avenue,36.01,-82.15,$14093,$28733,$0,702.0,3.0
4709.0,1009.0,Mastercard,Debit,5124862044427461.0,457.0,YES,2.0,$19928,41.0,65.0,1979.0,1.0,Female,9059 Eighth Avenue,36.01,-82.15,$14093,$28733,$0,702.0,3.0
5601.0,1009.0,Mastercard,Debit,5103189398605024.0,278.0,YES,1.0,$9902,41.0,65.0,1979.0,1.0,Female,9059 Eighth Avenue,36.01,-82.15,$14093,$28733,$0,702.0,3.0
1008.0,1341.0,Visa,Credit,4700163491012710.0,598.0,YES,1.0,$11000,87.0,72.0,1932.0,8.0,Male,4713 First Boulevard,41.15,-85.48,$19914,$30349,$2985,686.0,4.0
4766.0,1341.0,Mastercard,Credit,5742718738269550.0,363.0,YES,1.0,$6300,87.0,72.0,1932.0,8.0,Male,4713 First Boulevard,41.15,-85.48,$19914,$30349,$2985,686.0,4.0
4394.0,1341.0,Visa,Debit,4454576588239754.0,519.0,YES,1.0,$22474,87.0,72.0,1932.0,8.0,Male,4713 First Boulevard,41.15,-85.48,$19914,$30349,$2985,686.0,4.0
4098.0,1341.0,Mastercard,Debit,5676742282559057.0,195.0,YES,1.0,$24926,87.0,72.0,1932.0,8.0,Male,4713 First Boulevard,41.15,-85.48,$19914,$30349,$2985,686.0,4.0
1499.0,925.0,Mastercard,Debit (Prepaid),5832570048691477.0,589.0,YES,2.0,$77,31.0,68.0,1988.0,3.0,Male,4165 Valley Avenue,38.76,-89.97,$28710,$58538,$93153,610.0,1.0
768.0,824.0,Visa,Credit,4973418783827146.0,351.0,YES,1.0,$9100,32.0,66.0,1987.0,8.0,Female,38 Catherine Boulevard,27.75,-82.64,$18100,$36901,$23293,695.0,4.0
5958.0,824.0,Mastercard,Debit,5514287546883555.0,616.0,YES,1.0,$10838,32.0,66.0,1987.0,8.0,Female,38 Catherine Boulevard,27.75,-82.64,$18100,$36901,$23293,695.0,4.0
473.0,824.0,Mastercard,Debit,5393478219521011.0,98.0,YES,1.0,$1940,32.0,66.0,1987.0,8.0,Female,38 Catherine Boulevard,27.75,-82.64,$18100,$36901,$23293,695.0,4.0
3838.0,824.0,Mastercard,Debit,5538157860540581.0,877.0,YES,2.0,$100,32.0,66.0,1987.0,8.0,Female,38 Catherine Boulevard,27.75,-82.64,$18100,$36901,$23293,695.0,4.0
5074.0,563.0,Mastercard,Debit,5493054218474584.0,938.0,YES,1.0,$23231,70.0,65.0,1950.0,1.0,Male,3485 Federal Avenue,39.87,-75.92,$24725,$49531,$6707,737.0,6.0
2097.0,563.0,Visa,Debit,4483872607052928.0,224.0,YES,2.0,$17323,70.0,65.0,1950.0,1.0,Male,3485 Federal Avenue,39.87,-75.92,$24725,$49531,$6707,737.0,6.0
1060.0,563.0,Visa,Credit,4539282352879535.0,719.0,YES,2.0,$11800,70.0,65.0,1950.0,1.0,Male,3485 Federal Avenue,39.87,-75.92,$24725,$49531,$6707,737.0,6.0
4054.0,563.0,Mastercard,Credit,5261546733039060.0,897.0,YES,2.0,$6100,70.0,65.0,1950.0,1.0,Male,3485 Federal Avenue,39.87,-75.92,$24725,$49531,$6707,737.0,6.0
2760.0,563.0,Mastercard,Debit,5607545663588371.0,320.0,YES,1.0,$18241,70.0,65.0,1950.0,1.0,Male,3485 Federal Avenue,39.87,-75.92,$24725,$49531,$6707,737.0,6.0
2864.0,563.0,Visa,Debit (Prepaid),4615078938268870.0,149.0,NO,2.0,$100,70.0,65.0,1950.0,1.0,Male,3485 Federal Avenue,39.87,-75.92,$24725,$49531,$6707,737.0,6.0
5485.0,1612.0,Mastercard,Credit,5237651154500170.0,555.0,YES,2.0,$12700,68.0,66.0,1951.0,8.0,Male,198 Main Boulevard,41.83,-87.68,$20649,$35370,$14777,562.0,1.0
2581.0,1700.0,Visa,Credit,4012401097853240.0,931.0,YES,3.0,$4600,45.0,62.0,1975.0,1.0,Female,891 Fourth Avenue,40.81,-81.93,$18962,$38666,$116783,822.0,1.0
474.0,963.0,Mastercard,Debit,5144733341253778.0,686.0,YES,1.0,$21106,24.0,70.0,1995.0,12.0,Female,8094 Catherine Lane,42.63,-71.32,$20458,$41714,$54541,687.0,3.0
1500.0,963.0,Mastercard,Debit,5407128452594549.0,444.0,YES,1.0,$16417,24.0,70.0,1995.0,12.0,Female,8094 Catherine Lane,42.63,-71.32,$20458,$41714,$54541,687.0,3.0
